Id,number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
6651,2.0,3,0,2021.0,3.0,80.0,3,85000000.0
6652,1.0,4,3,1986.0,1.0,40.0,1,24000000.0
6653,3.0,5,1,1975.0,2.0,84.0,3,105000000.0
6654,1.0,4,2,2023.0,6.0,50.0,4,33000000.0
6655,2.0,5,2,2019.0,2.0,67.0,3,33500000.0
6656,2.0,3,2,2012.0,5.0,87.0,3,58500000.0
6657,3.0,3,3,1981.0,4.0,55.4,3,39500000.0
6658,1.0,2,2,2023.0,5.0,43.1,4,30000000.0
6659,2.0,0,2,2022.0,11.0,57.0,3,35000000.0
6660,4.0,6,2,2022.0,1.0,167.0,4,158000000.0
6661,1.0,5,1,1969.0,4.0,34.0,3,40000000.0
6662,4.0,2,2,1993.0,9.0,100.0,3,54500000.0
6663,1.0,1,1,1989.0,5.0,38.0,3,38000000.0
6664,1.0,0,2,2011.0,5.0,45.0,3,22500000.0
6665,2.0,1,3,1986.0,7.0,58.6,3,41500000.0
6666,2.0,0,2,2022.0,5.0,59.8,3,38000000.0
6667,2.0,1,2,2023.0,6.0,48.0,3,43000000.0
6668,2.0,6,2,2019.0,4.0,50.0,3,25000000.0
6669,5.0,0,2,2013.0,9.0,218.0,3,135000000.0
6670,3.0,2,3,1990.0,6.0,72.0,3,42900000.0
6671,6.0,3,2,2015.0,20.0,521.1,3,1861400000.0
6672,4.0,3,2,2005.0,8.0,167.0,3,150000000.0
6673,3.0,3,2,2023.0,11.0,65.0,0,69000000.0
6674,1.0,4,2,2018.0,1.0,45.0,3,22000000.0
6675,3.0,5,1,1990.0,1.0,106.6,3,93000000.0
6676,2.0,1,2,2019.0,4.0,45.0,3,42500000.0
6677,3.0,4,3,1985.0,5.0,68.0,3,39000000.0
6678,2.0,3,1,1970.0,2.0,50.0,3,34000000.0
6679,2.0,6,2,2021.0,2.0,59.0,3,37000000.0
6680,3.0,2,3,1970.0,2.0,63.0,3,38500000.0
6681,1.0,2,2,2017.0,1.0,50.0,3,34000000.0
6682,2.0,3,2,2011.0,16.0,74.0,3,50000000.0
6683,3.0,3,2,2009.0,14.0,110.0,3,78000000.0
6684,2.0,6,2,2019.0,9.0,62.0,3,31900000.0
6685,3.0,3,2,2016.0,12.0,55.6,3,56500000.0
6686,1.0,0,1,2023.0,4.0,42.0,4,22000000.0
6687,2.0,0,2,2011.0,5.0,48.0,3,27000000.0
6688,2.0,0,2,2022.0,10.0,58.7,3,40000000.0
6689,1.0,3,1,1990.0,2.0,36.0,1,37000000.0
6690,2.0,5,2,2024.0,2.0,79.31,0,79260000.0
6691,3.0,5,1,1965.0,2.0,53.2,3,54000000.0
6692,1.0,6,2,2023.0,8.0,35.0,3,20500000.0
6693,3.0,2,1,1976.0,4.0,68.0,3,35500000.0
6694,2.0,2,3,1964.0,1.0,45.0,3,28000000.0
6695,4.0,6,2,2013.0,1.0,137.3,3,66000000.0
6696,1.0,7,3,2018.0,2.0,44.8,3,23500000.0
6697,2.0,5,2,2018.0,4.0,62.2,3,34000000.0
6698,3.0,3,3,1987.0,5.0,73.0,3,63000000.0
6699,4.0,1,1,2009.0,3.0,144.8,3,103000000.0
6700,2.0,2,3,1990.0,2.0,62.5,3,38000000.0
6701,2.0,3,3,1985.0,4.0,60.0,3,49000000.0
6702,3.0,2,2,2009.0,3.0,98.6,3,59000000.0
6703,1.0,0,2,2021.0,3.0,46.1,3,19990000.0
6704,1.0,2,3,1973.0,3.0,33.0,3,22300000.0
6705,2.0,5,3,1974.0,3.0,45.0,3,30500000.0
6706,2.0,1,2,2015.0,11.0,89.2,3,47000000.0
6707,1.0,7,2,2020.0,1.0,44.0,3,30000000.0
6708,2.0,1,1,1962.0,3.0,54.0,3,60000000.0
6709,3.0,4,3,1987.0,1.0,69.0,3,42900000.0
6710,4.0,3,2,2019.0,9.0,111.0,3,116000000.0
6711,2.0,3,1,1990.0,5.0,56.0,3,36500000.0
6712,1.0,1,3,1991.0,4.0,31.0,2,25000000.0
6713,2.0,3,1,1961.0,2.0,42.0,3,30500000.0
6714,1.0,7,2,2021.0,4.0,41.0,3,32000000.0
6715,2.0,1,3,1988.0,3.0,54.0,3,33000000.0
6716,1.0,6,2,2022.0,3.0,48.0,3,25000000.0
6717,2.0,3,2,2016.0,11.0,39.0,3,36500000.0
6718,3.0,1,3,1994.0,1.0,71.3,3,42500000.0
6719,2.0,3,2,2016.0,11.0,38.0,3,36500000.0
6720,1.0,1,2,2015.0,5.0,47.0,3,30990000.0
6721,1.0,0,1,1986.0,3.0,36.0,3,23800000.0
6722,3.0,6,2,2009.0,10.0,83.0,3,54000000.0
6723,1.0,6,2,2020.0,1.0,27.0,3,19000000.0
6724,6.0,3,2,2018.0,2.0,250.0,0,262350000.0
6725,1.0,0,2,2010.0,7.0,47.0,1,23200000.0
6726,1.0,0,2,2014.0,3.0,43.0,3,23000000.0
6727,2.0,3,2,2019.0,10.0,59.9,2,36500000.0
6728,2.0,0,1,1991.0,3.0,50.0,3,23000000.0
6729,2.0,1,2,2019.0,3.0,64.0,3,83000000.0
6730,1.0,1,2,2023.0,6.0,44.84,4,40000000.0
6731,4.0,3,2,2016.0,7.0,134.0,3,132000000.0
6732,3.0,2,3,1968.0,2.0,58.0,3,36000000.0
6733,1.0,6,2,2023.0,5.0,35.0,3,25000000.0
6734,3.0,5,1,1962.0,2.0,61.0,3,65700000.0
6735,3.0,3,2,2008.0,5.0,130.0,3,93000000.0
6736,4.0,1,2,1993.0,12.0,92.3,3,62800000.0
6737,2.0,4,2,2005.0,8.0,76.0,3,39300000.0
6738,2.0,6,2,2022.0,8.0,76.0,4,31000000.0
6739,2.0,5,3,1975.0,3.0,43.0,3,36000000.0
6740,3.0,6,2,2019.0,5.0,75.0,1,40000000.0
6741,3.0,1,1,1976.0,7.0,95.0,3,70000000.0
6742,2.0,1,3,1978.0,5.0,45.0,3,32700000.0
6743,2.0,7,1,1983.0,1.0,52.0,3,34000000.0
6744,4.0,3,2,2008.0,6.0,160.0,3,160000000.0
6745,2.0,3,2,2020.0,14.0,53.0,3,56500000.0
6746,3.0,3,2,2017.0,2.0,112.8,3,135000000.0
6747,2.0,3,2,2022.0,4.0,73.0,3,75000000.0
6748,1.0,2,2,2017.0,6.0,42.0,3,34000000.0
6749,1.0,4,1,1987.0,4.0,36.0,3,22500000.0
6750,2.0,2,3,1964.0,3.0,43.0,1,24000000.0
6751,4.0,1,3,1971.0,5.0,75.0,3,43000000.0
6752,2.0,3,3,1971.0,3.0,44.2,3,35000000.0
6753,1.0,4,1,1961.0,2.0,16.0,3,10000000.0
6754,4.0,1,1,1984.0,2.0,111.3,3,61000000.0
6755,2.0,3,2,2016.0,2.0,43.0,3,26500000.0
6756,1.0,0,2,2014.0,2.0,30.0,1,14950000.0
6757,1.0,0,2,2017.0,5.0,50.0,3,26000000.0
6758,3.0,3,2,2013.0,2.0,105.0,3,105000000.0
6759,4.0,2,1,2006.0,3.0,144.0,3,77000000.0
6760,1.0,2,2,2017.0,7.0,42.0,3,37000000.0
6761,2.0,3,3,1981.0,3.0,46.0,3,33499000.0
6762,2.0,3,2,2023.0,11.0,69.0,4,62600000.0
6763,1.0,1,1,2000.0,4.0,47.4,3,35000000.0
6764,2.0,3,2,2023.0,11.0,58.3,4,54000000.0
6765,1.0,5,1,1978.0,2.0,30.0,3,30000000.0
6766,1.0,2,2,2008.0,2.0,33.0,3,21500000.0
6767,3.0,4,3,1986.0,5.0,68.4,3,40000000.0
6768,2.0,5,1,1963.0,4.0,42.0,1,41500000.0
6769,2.0,1,2,2019.0,3.0,56.0,3,68000000.0
6770,2.0,2,3,1987.0,3.0,50.0,2,29000000.0
6771,1.0,2,3,1986.0,2.0,41.5,3,27999999.0
6772,1.0,2,2,2018.0,6.0,36.0,3,27000000.0
6773,3.0,2,2,2019.0,4.0,124.0,0,72500000.0
6774,1.0,2,2,2006.0,5.0,52.0,3,34000000.0
6775,2.0,3,3,1996.0,7.0,62.0,3,40800000.0
6776,1.0,3,3,1980.0,1.0,30.6,3,23400000.0
6777,2.0,1,1,1965.0,3.0,45.4,3,59800000.0
6778,3.0,1,2,1990.0,4.0,70.0,3,46000000.0
6779,3.0,3,2,2019.0,5.0,90.0,4,64000000.0
6780,4.0,5,2,2017.0,6.0,168.0,3,165000000.0
6781,3.0,2,2,2023.0,6.0,105.0,4,64000000.0
6782,4.0,3,2,2013.0,3.0,180.0,3,110000000.0
6783,2.0,2,2,2019.0,7.0,74.0,3,53000000.0
6784,2.0,1,2,2012.0,19.0,56.0,1,38000000.0
6785,1.0,6,2,2024.0,12.0,39.62,4,21500000.0
6786,2.0,6,2,2019.0,2.0,55.0,3,31500000.0
6787,1.0,2,3,1975.0,4.0,13.1,3,8000000.0
6788,4.0,5,2,2018.0,2.0,227.0,3,182000000.0
6789,2.0,7,1,1990.0,3.0,80.0,3,44000000.0
6790,3.0,3,2,2022.0,6.0,76.0,4,52000000.0
6791,3.0,1,3,1976.0,2.0,59.0,3,40000000.0
6792,3.0,3,3,1971.0,1.0,64.0,3,55000000.0
6793,3.0,1,3,1977.0,5.0,58.0,2,30400000.0
6794,3.0,6,2,2019.0,5.0,74.5,3,39500000.0
6795,1.0,5,1,1990.0,5.0,36.0,3,34000000.0
6796,4.0,2,3,1992.0,9.0,92.1,3,53500000.0
6797,2.0,3,2,2019.0,5.0,45.0,3,52900000.0
6798,3.0,0,1,2014.0,3.0,86.0,3,43000000.0
6799,1.0,0,2,2011.0,4.0,39.0,3,25950000.0
6800,3.0,0,3,2019.0,1.0,77.0,3,39000000.0
6801,1.0,2,1,1990.0,2.0,34.7,3,25000000.0
6802,3.0,1,3,1980.0,4.0,70.0,3,36499999.0
6803,3.0,5,2,2022.0,8.0,71.5,3,150000000.0
6804,3.0,3,3,1974.0,1.0,62.4,3,38000000.0
6805,1.0,7,2,2022.0,5.0,43.0,3,25000000.0
6806,3.0,0,1,2014.0,1.0,42.0,3,13500000.0
6807,3.0,5,2,2020.0,7.0,83.0,3,40800000.0
6808,2.0,6,2,2023.0,2.0,76.57,4,49500000.0
6809,3.0,4,3,1985.0,2.0,57.0,3,36000000.0
6810,2.0,3,3,1969.0,4.0,45.5,3,27500000.0
6811,1.0,7,2,2016.0,4.0,44.0,3,25000000.0
6812,4.0,3,3,1971.0,2.0,77.0,3,49500000.0
6813,3.0,0,2,2017.0,3.0,98.0,3,50000000.0
6814,2.0,4,1,1983.0,1.0,62.0,3,35000000.0
6815,1.0,0,2,2019.0,11.0,34.3,3,23500000.0
6816,3.0,3,3,1980.0,4.0,62.0,3,41000000.0
6817,3.0,1,3,1972.0,3.0,55.6,1,34000000.0
6818,1.0,7,2,2017.0,1.0,45.0,3,26000000.0
6819,3.0,7,1,1971.0,3.0,65.0,1,27500000.0
6820,3.0,2,2,2018.0,3.0,104.0,1,68700000.0
6821,3.0,0,2,2019.0,10.0,72.0,3,41500000.0
6822,2.0,4,0,1970.0,1.0,48.0,1,17000000.0
6823,1.0,3,1,1982.0,2.0,33.0,3,29500000.0
6824,1.0,6,2,2023.0,8.0,40.0,3,21500000.0
6825,2.0,2,3,1964.0,4.0,45.0,3,27000000.0
6826,2.0,7,3,1989.0,5.0,51.0,1,29000000.0
6827,2.0,4,2,2023.0,5.0,67.6,4,28000000.0
6828,4.0,3,2,2023.0,20.0,111.0,4,75000000.0
6829,3.0,3,2,2019.0,2.0,163.0,3,105000000.0
6830,2.0,3,2,2013.0,1.0,80.0,3,80000000.0
6831,2.0,5,1,1965.0,2.0,45.0,3,42000000.0
6832,3.0,6,2,2023.0,4.0,88.72,0,88700000.0
6833,3.0,2,2,2023.0,16.0,91.0,4,59000000.0
6834,1.0,4,1,1989.0,3.0,35.0,3,21500000.0
6835,1.0,7,2,2017.0,5.0,40.0,3,23500000.0
6836,3.0,1,3,1985.0,9.0,70.0,3,45000000.0
6837,1.0,7,2,2023.0,3.0,46.0,4,21200000.0
6838,3.0,7,1,2007.0,4.0,77.3,3,42000000.0
6839,4.0,3,2,2009.0,11.0,150.0,3,98000000.0
6840,3.0,3,2,2015.0,7.0,105.0,3,88900000.0
6841,2.0,6,2,2022.0,2.0,56.0,3,56000000.0
6842,1.0,3,2,2023.0,16.0,48.0,3,60600000.0
6843,4.0,3,1,2023.0,5.0,184.0,4,299999999.0
6844,2.0,5,1,1970.0,3.0,61.2,3,62000000.0
6845,2.0,3,2,2023.0,14.0,65.2,4,65000000.0
6846,1.0,1,1,1992.0,2.0,32.0,1,32200000.0
6847,3.0,3,2,2019.0,2.0,105.0,3,115000000.0
6848,4.0,3,1,1974.0,5.0,74.0,3,50000000.0
6849,4.0,6,2,2012.0,13.0,120.0,3,37995999.0
6850,4.0,1,2,2024.0,3.0,134.95,4,61672150.0
6851,3.0,3,2,2019.0,5.0,96.0,3,83000000.0
6852,2.0,2,2,2014.0,9.0,68.6,3,58000000.0
6853,1.0,2,3,1966.0,4.0,33.0,3,21500000.0
6854,2.0,5,2,2022.0,5.0,62.0,3,47000000.0
6855,1.0,1,3,1977.0,4.0,24.0,1,10000000.0
6856,1.0,2,3,1986.0,5.0,44.5,3,26500000.0
6857,3.0,5,2,2021.0,3.0,82.0,3,45000000.0
6858,2.0,6,2,2011.0,4.0,63.8,3,65000000.0
6859,3.0,3,2,2024.0,14.0,102.97,4,49500000.0
6860,2.0,3,3,1979.0,4.0,51.4,3,47000000.0
6861,1.0,3,2,2024.0,1.0,49.4,0,45942000.0
6862,3.0,3,2,2019.0,11.0,96.6,3,83000000.0
6863,3.0,1,2,2021.0,5.0,67.0,3,45500000.0
6864,1.0,7,1,1986.0,5.0,36.0,3,18000000.0
6865,3.0,1,1,1986.0,1.0,74.0,3,51000000.0
6866,1.0,2,3,1967.0,1.0,31.0,3,21500000.0
6867,1.0,3,1,1982.0,1.0,32.0,3,26000000.0
6868,2.0,7,1,1965.0,1.0,44.0,3,23000000.0
6869,2.0,1,2,2012.0,11.0,64.0,1,39000000.0
6870,1.0,0,2,2012.0,2.0,48.0,3,25000000.0
6871,3.0,2,2,1991.0,11.0,68.0,1,42000000.0
6872,3.0,3,2,2015.0,4.0,150.0,4,127000000.0
6873,4.0,3,2,2004.0,2.0,400.0,3,413800000.0
6874,3.0,1,3,1969.0,1.0,61.0,3,32000000.0
6875,3.0,2,3,1989.0,4.0,74.0,1,46500000.0
6876,3.0,0,2,2011.0,1.0,90.0,3,55000000.0
6877,2.0,3,1,1957.0,2.0,43.0,3,29000000.0
6878,1.0,6,2,2014.0,10.0,73.0,3,31000000.0
6879,3.0,3,2,2013.0,2.0,100.0,3,90000000.0
6880,2.0,0,2,2023.0,2.0,60.28,4,29500000.0
6881,3.0,6,2,2012.0,10.0,130.0,3,40500000.0
6882,2.0,6,2,2013.0,2.0,55.0,3,41000000.0
6883,2.0,0,2,2012.0,4.0,42.0,3,23999999.0
6884,1.0,7,2,2021.0,9.0,50.0,3,32000000.0
6885,1.0,2,2,2006.0,7.0,50.0,3,30500000.0
6886,2.0,5,2,2017.0,14.0,70.0,0,39000000.0
6887,3.0,3,3,1984.0,4.0,76.0,3,50000000.0
6888,3.0,6,2,2011.0,2.0,112.6,3,64000000.0
6889,1.0,2,2,2023.0,1.0,32.0,3,23500000.0
6890,2.0,2,3,1962.0,3.0,45.0,2,22500000.0
6891,1.0,0,2,2012.0,1.0,36.0,3,25000000.0
6892,1.0,3,1,1962.0,2.0,26.3,1,18000000.0
6893,2.0,4,3,1989.0,5.0,50.0,3,26500000.0
6894,2.0,3,2,2017.0,10.0,63.0,3,57000000.0
6895,3.0,5,1,1985.0,3.0,100.0,3,82000000.0
6896,3.0,1,3,1975.0,1.0,61.0,3,42000000.0
6897,4.0,3,2,2007.0,2.0,134.0,3,138000000.0
6898,3.0,2,2,2018.0,4.0,98.4,3,64000000.0
6899,2.0,1,1,2016.0,6.0,44.7,3,37800000.0
6900,1.0,1,1,1967.0,3.0,29.9,1,24000000.0
6901,3.0,7,2,2008.0,1.0,79.0,3,35000000.0
6902,2.0,3,3,1996.0,7.0,62.0,3,43000000.0
6903,4.0,3,2,2008.0,5.0,160.0,3,165000000.0
6904,2.0,2,3,2010.0,2.0,53.0,3,31000000.0
6905,2.0,2,3,1965.0,1.0,46.7,1,26500000.0
6906,2.0,3,3,1988.0,2.0,55.9,3,42000000.0
6907,2.0,5,2,2017.0,13.0,65.7,2,38000000.0
6908,3.0,3,3,1975.0,5.0,58.0,3,35500000.0
6909,1.0,2,2,2005.0,6.0,44.0,1,28000000.0
6910,1.0,7,3,1983.0,5.0,41.4,1,21500000.0
6911,2.0,1,3,2000.0,9.0,58.0,3,33000000.0
6912,3.0,6,2,2022.0,7.0,76.0,4,26900000.0
6913,1.0,4,2,2010.0,6.0,40.3,1,18500000.0
6914,2.0,3,3,1976.0,5.0,43.3,3,33500000.0
6915,1.0,1,3,1973.0,4.0,33.0,3,25500000.0
6916,1.0,6,2,2021.0,2.0,37.7,3,26000000.0
6917,3.0,5,2,2019.0,4.0,83.0,3,49000000.0
6918,1.0,6,2,2021.0,8.0,40.0,3,21000000.0
6919,1.0,7,3,2016.0,3.0,47.0,3,23500000.0
6920,1.0,1,1,1965.0,4.0,31.0,3,26000000.0
6921,3.0,2,3,1974.0,4.0,50.0,3,30000000.0
6922,3.0,5,2,2010.0,8.0,200.0,3,159999999.0
6923,1.0,3,3,1976.0,2.0,31.0,1,24000000.0
6924,2.0,2,2,2021.0,11.0,55.4,3,48000000.0
6925,1.0,1,1,1965.0,1.0,34.0,3,24200000.0
6926,2.0,1,3,1972.0,3.0,46.0,3,35000000.0
6927,1.0,1,2,2021.0,12.0,45.0,3,31500000.0
6928,1.0,7,1,1993.0,1.0,34.0,3,19500000.0
6929,3.0,3,2,2020.0,1.0,75.0,3,75000000.0
6930,3.0,1,1,1974.0,3.0,58.0,3,36990000.0
6931,1.0,3,3,1984.0,1.0,42.0,1,25500000.0
6932,1.0,4,3,1986.0,3.0,31.0,1,19500000.0
6933,3.0,1,2,1986.0,5.0,76.0,3,38000000.0
6934,2.0,1,3,1981.0,9.0,47.0,3,41500000.0
6935,3.0,7,2,2016.0,1.0,83.0,3,36800000.0
6936,1.0,1,3,1974.0,4.0,34.0,1,27500000.0
6937,1.0,3,3,1976.0,5.0,33.0,3,28000000.0
6938,2.0,2,2,2018.0,5.0,55.0,3,42000000.0
6939,3.0,7,3,1992.0,4.0,86.0,2,35000000.0
6940,1.0,0,2,2019.0,3.0,36.0,3,21900000.0
6941,2.0,2,2,2012.0,2.0,80.0,3,44000000.0
6942,3.0,3,2,2022.0,9.0,91.15,4,65000000.0
6943,2.0,2,3,1987.0,4.0,60.0,3,33000000.0
6944,1.0,6,2,2019.0,1.0,44.0,3,20800000.0
6945,1.0,0,2,2009.0,4.0,52.0,3,33000000.0
6946,2.0,6,1,1982.0,1.0,46.0,3,23900000.0
6947,1.0,4,2,2023.0,1.0,36.5,4,14000000.0
6948,2.0,3,3,1980.0,5.0,45.0,3,32500000.0
6949,2.0,5,2,2020.0,1.0,80.3,3,60000000.0
6950,2.0,6,2,2019.0,3.0,59.0,3,29900000.0
6951,2.0,2,2,2023.0,1.0,66.5,0,31500000.0
6952,1.0,1,3,1972.0,4.0,33.0,3,26000000.0
6953,2.0,2,3,1963.0,3.0,43.0,3,24300000.0
6954,3.0,3,2,2005.0,13.0,168.5,3,95000000.0
6955,2.0,4,2,2009.0,1.0,62.5,3,32000000.0
6956,2.0,3,1,1961.0,3.0,40.0,1,25500000.0
6957,2.0,2,3,1998.0,8.0,59.5,1,34300000.0
6958,3.0,1,1,1975.0,3.0,63.0,1,40000000.0
6959,3.0,4,3,1966.0,5.0,60.0,3,35500000.0
6960,1.0,7,2,2023.0,5.0,50.5,0,22000000.0
6961,4.0,2,2,2012.0,9.0,236.0,2,75000000.0
6962,3.0,0,1,1988.0,2.0,68.0,3,33000000.0
6963,2.0,3,3,1963.0,4.0,43.2,3,29000000.0
6964,1.0,6,2,2021.0,9.0,31.0,4,16000000.0
6965,2.0,4,2,2019.0,9.0,63.9,2,31900000.0
6966,3.0,0,2,2017.0,4.0,92.0,2,43000000.0
6967,2.0,3,2,2022.0,3.0,53.0,0,35500000.0
6968,3.0,3,1,1961.0,1.0,52.7,3,34500000.0
6969,3.0,0,2,2020.0,3.0,70.4,3,40500000.0
6970,1.0,2,1,1978.0,2.0,22.0,3,14500000.0
6971,3.0,1,2,2024.0,9.0,110.0,4,82000000.0
6972,1.0,1,1,1963.0,2.0,34.0,3,26000000.0
6973,1.0,1,2,2023.0,5.0,39.0,3,27900000.0
6974,2.0,2,3,1965.0,3.0,44.0,1,24500000.0
6975,1.0,4,3,1985.0,5.0,40.0,3,24900000.0
6976,2.0,3,3,1987.0,2.0,53.0,3,42500000.0
6977,2.0,3,3,1991.0,9.0,62.1,3,50000000.0
6978,1.0,1,2,1979.0,3.0,15.0,1,13000000.0
6979,3.0,5,2,2018.0,1.0,100.0,3,144000000.0
6980,3.0,2,3,1974.0,5.0,60.0,3,39950000.0
6981,2.0,3,2,2019.0,11.0,64.0,3,68000000.0
6982,3.0,1,3,1981.0,2.0,63.0,3,48500000.0
6983,2.0,2,3,1996.0,7.0,62.0,2,41500000.0
6984,2.0,7,2,2023.0,2.0,67.0,0,28500000.0
6985,3.0,2,1,1992.0,1.0,75.0,3,44000000.0
6986,2.0,7,2,2023.0,5.0,68.5,4,26900000.0
6987,3.0,2,2,2011.0,10.0,97.2,3,67000000.0
6988,2.0,3,3,1962.0,4.0,44.3,3,28500000.0
6989,2.0,6,2,2012.0,14.0,98.0,3,40000000.0
6990,2.0,7,1,1965.0,3.0,48.0,3,23500000.0
6991,5.0,5,2,2002.0,3.0,270.0,3,250000000.0
6992,2.0,3,2,2024.0,1.0,61.0,4,35500000.0
6993,2.0,4,3,1989.0,5.0,50.0,3,26500000.0
6994,3.0,7,2,2021.0,1.0,67.0,3,35000000.0
6995,1.0,6,2,2019.0,8.0,40.0,3,22500000.0
6996,1.0,1,2,2022.0,11.0,44.2,3,36500000.0
6997,2.0,3,1,1963.0,2.0,41.5,1,27500000.0
6998,4.0,1,2,2008.0,12.0,160.0,3,140000000.0
6999,1.0,3,1,1969.0,2.0,32.0,3,25500000.0
7000,1.0,1,2,1973.0,2.0,22.0,3,14600000.0
7001,5.0,5,2,2023.0,3.0,258.0,0,240000000.0
7002,2.0,2,3,1991.0,8.0,60.0,3,37500000.0
7003,3.0,6,3,2022.0,5.0,101.0,3,49000000.0
7004,4.0,6,2,2022.0,3.0,172.0,0,126000000.0
7005,2.0,3,1,1963.0,2.0,39.0,1,25000000.0
7006,4.0,5,2,2009.0,4.0,139.0,3,145000000.0
7007,3.0,3,2,2023.0,10.0,98.0,2,57500000.0
7008,2.0,1,2,2023.0,1.0,47.0,0,39000000.0
7009,1.0,5,3,1973.0,3.0,33.4,3,27500000.0
7010,3.0,2,2,2021.0,8.0,73.0,3,63000000.0
7011,1.0,1,3,1974.0,3.0,31.0,2,22999999.0
7012,3.0,1,1,1984.0,4.0,64.3,3,80000000.0
7013,3.0,1,1,1972.0,5.0,80.0,1,52000000.0
7014,2.0,4,2,2021.0,1.0,54.0,3,32800000.0
7015,3.0,6,2,2013.0,2.0,70.0,3,58000000.0
7016,2.0,6,2,2023.0,3.0,62.0,4,45500000.0
7017,3.0,3,3,1970.0,3.0,61.0,3,53000000.0
7018,1.0,3,2,2023.0,10.0,37.9,3,36700000.0
7019,1.0,2,2,2015.0,2.0,41.7,3,32000000.0
7020,1.0,2,1,1970.0,1.0,28.0,3,16500000.0
7021,2.0,0,2,2015.0,4.0,62.0,3,33000000.0
7022,3.0,5,1,1977.0,5.0,85.0,1,52500000.0
7023,3.0,5,1,1985.0,2.0,82.7,3,79000000.0
7024,2.0,2,1,1972.0,4.0,40.8,3,21000000.0
7025,2.0,3,3,1977.0,5.0,43.0,1,27500000.0
7026,3.0,3,2,2019.0,6.0,92.0,3,80000000.0
7027,2.0,3,3,1975.0,1.0,44.0,3,31800000.0
7028,2.0,0,2,2014.0,2.0,64.0,3,40000000.0
7029,1.0,2,3,1994.0,4.0,35.0,3,26290000.0
7030,1.0,2,3,2006.0,2.0,51.8,3,27900000.0
7031,2.0,0,2,2016.0,9.0,66.6,3,37000000.0
7032,1.0,0,2,2023.0,3.0,37.6,0,16000000.0
7033,1.0,3,1,1969.0,3.0,28.5,3,22000000.0
7034,1.0,3,1,1961.0,3.0,40.0,3,26500000.0
7035,2.0,3,2,2022.0,6.0,50.0,4,36000000.0
7036,1.0,2,2,2023.0,7.0,40.1,4,28000000.0
7037,2.0,1,3,1988.0,3.0,55.0,3,33000000.0
7038,2.0,2,1,1986.0,5.0,73.2,3,34500000.0
7039,2.0,2,3,1990.0,5.0,50.0,3,33000000.0
7040,2.0,3,1,1956.0,2.0,48.1,1,31000000.0
7041,1.0,2,3,1963.0,4.0,33.0,3,20500000.0
7042,1.0,3,3,1989.0,1.0,44.5,3,35000000.0
7043,1.0,2,0,2019.0,2.0,49.2,3,40000000.0
7044,4.0,5,2,2018.0,2.0,180.0,3,265000000.0
7045,2.0,3,2,2023.0,4.0,73.0,3,71000000.0
7046,1.0,7,1,1989.0,3.0,35.0,1,18200000.0
7047,3.0,2,1,1966.0,1.0,63.4,3,33000000.0
7048,2.0,2,2,2023.0,3.0,72.2,4,33500000.0
7049,2.0,4,2,2015.0,9.0,57.0,3,38000000.0
7050,4.0,5,1,1966.0,4.0,96.1,3,75000000.0
7051,1.0,1,2,1978.0,1.0,37.0,3,35000000.0
7052,3.0,6,2,2011.0,10.0,89.8,0,44676039.0
7053,2.0,4,3,1982.0,4.0,44.8,3,32000000.0
7054,2.0,3,3,1996.0,7.0,62.0,3,42500000.0
7055,3.0,3,1,2018.0,9.0,121.0,3,115000000.0
7056,1.0,6,2,2019.0,10.0,47.0,3,19000000.0
7057,1.0,7,2,2022.0,7.0,40.0,3,26000000.0
7058,2.0,4,1,1991.0,1.0,49.2,1,22000000.0
7059,1.0,5,2,2019.0,3.0,36.0,3,17500000.0
7060,10.0,2,2,2000.0,9.0,310.0,3,150000000.0
7061,1.0,7,2,2023.0,9.0,36.1,3,19000000.0
7062,2.0,4,2,2021.0,4.0,38.2,3,26600000.0
7063,2.0,3,1,1976.0,3.0,40.3,1,27500000.0
7064,2.0,3,2,2023.0,10.0,68.0,3,69000000.0
7065,2.0,1,3,1977.0,5.0,42.5,3,36500000.0
7066,3.0,5,2,2022.0,7.0,80.7,3,50000000.0
7067,3.0,6,2,2008.0,5.0,129.0,3,93000000.0
7068,1.0,6,2,2022.0,4.0,47.0,3,26000000.0
7069,1.0,5,1,1974.0,4.0,36.0,2,38000000.0
7070,2.0,1,2,2001.0,5.0,71.0,1,39999000.0
7071,3.0,6,2,2022.0,4.0,98.26,4,38000000.0
7072,2.0,3,2,2023.0,12.0,48.0,3,43000000.0
7073,1.0,2,3,1972.0,1.0,32.0,3,25000000.0
7074,2.0,2,2,2024.0,9.0,46.64,0,26999999.0
7075,3.0,3,2,2019.0,17.0,100.0,3,93000000.0
7076,2.0,5,2,2010.0,10.0,70.0,3,71990000.0
7077,3.0,5,2,2015.0,5.0,75.0,3,82000000.0
7078,2.0,2,3,1968.0,1.0,45.0,3,27000000.0
7079,1.0,6,2,2024.0,11.0,38.4,4,20999999.0
7080,3.0,0,2,2010.0,9.0,82.4,3,45000000.0
7081,1.0,0,2,2010.0,7.0,47.0,3,23200000.0
7082,2.0,0,2,2017.0,3.0,48.8,3,29000000.0
7083,1.0,1,2,2019.0,2.0,32.0,3,33000000.0
7084,3.0,5,2,2017.0,7.0,155.0,3,129555555.0
7085,1.0,6,2,2018.0,4.0,40.0,1,21500000.0
7086,3.0,6,2,2020.0,10.0,90.0,3,46000000.0
