Id,number_of_rooms,district,structure_type,year_of_construction,floor,area,quality,price
7087,2.0,3,3,1971.0,4.0,45.5,3,30000000.0
7088,3.0,2,2,2006.0,1.0,90.0,3,60000000.0
7089,3.0,3,1,2007.0,6.0,156.0,3,210000000.0
7090,3.0,3,2,2024.0,11.0,98.4,4,56291000.0
7091,12.0,5,1,2015.0,3.0,850.0,3,1450000000.0
7092,2.0,3,2,2022.0,14.0,73.0,3,74800000.0
7093,2.0,3,2,2013.0,2.0,75.0,3,83000000.0
7094,2.0,3,3,1962.0,1.0,44.7,3,30000000.0
7095,2.0,3,3,1988.0,4.0,51.0,3,43000000.0
7096,2.0,2,2,2023.0,2.0,70.13,4,50000000.0
7097,4.0,3,2,2010.0,5.0,160.0,3,155000000.0
7098,3.0,3,3,1970.0,4.0,60.0,1,31500000.0
7099,2.0,0,2,2011.0,4.0,42.0,3,25000000.0
7100,2.0,1,2,2019.0,4.0,55.0,3,44000000.0
7101,1.0,1,2,2020.0,7.0,44.0,3,33500000.0
7102,2.0,3,2,2014.0,6.0,52.0,3,46500000.0
7103,2.0,2,2,2023.0,8.0,45.0,3,38000000.0
7104,3.0,6,2,2022.0,2.0,90.0,3,48000000.0
7105,1.0,2,2,2023.0,1.0,31.0,3,25300000.0
7106,3.0,2,3,1972.0,2.0,65.0,3,45000000.0
7107,2.0,3,2,2015.0,9.0,98.0,3,74500000.0
7108,3.0,2,2,2015.0,5.0,90.0,3,53000000.0
7109,3.0,3,2,2014.0,7.0,90.0,3,89000000.0
7110,2.0,3,2,2023.0,16.0,61.0,4,36500000.0
7111,1.0,3,2,2023.0,9.0,38.3,3,38000000.0
7112,2.0,1,2,2012.0,17.0,66.9,3,42000000.0
7113,3.0,2,3,1987.0,4.0,68.0,3,50000000.0
7114,4.0,5,1,1993.0,3.0,150.0,3,175000000.0
7115,3.0,1,2,2019.0,10.0,90.0,3,115000000.0
7116,2.0,3,2,1978.0,12.0,65.0,3,64750000.0
7117,3.0,3,2,2021.0,7.0,103.0,3,132000000.0
7118,2.0,4,2,2010.0,4.0,64.0,3,28800000.0
7119,3.0,0,2,2018.0,7.0,90.0,3,46999999.0
7120,3.0,3,2,2022.0,2.0,85.0,3,93000000.0
7121,2.0,7,3,1979.0,4.0,54.5,2,22000000.0
7122,3.0,5,2,2022.0,15.0,94.7,3,71025000.0
7123,1.0,2,3,1990.0,5.0,40.2,3,26500000.0
7124,1.0,6,2,2019.0,7.0,45.0,3,22000000.0
7125,2.0,7,3,1975.0,3.0,47.0,3,33000000.0
7126,2.0,7,0,1964.0,1.0,36.0,3,20000000.0
7127,1.0,2,2,2014.0,14.0,50.0,3,36490000.0
7128,2.0,7,1,1995.0,1.0,51.0,3,26500000.0
7129,3.0,3,2,2019.0,9.0,68.0,3,61000000.0
7130,3.0,6,2,2019.0,3.0,92.0,3,43000000.0
7131,3.0,2,3,1966.0,1.0,59.0,3,29400000.0
7132,2.0,2,2,2013.0,10.0,68.0,3,42000000.0
7133,5.0,5,2,2022.0,2.0,295.0,0,354000000.0
7134,2.0,5,2,2010.0,2.0,53.0,3,33000000.0
7135,2.0,1,2,2023.0,8.0,47.0,3,42500000.0
7136,1.0,2,3,1972.0,4.0,33.0,3,23000000.0
7137,1.0,1,1,1987.0,6.0,37.0,3,33000000.0
7138,2.0,2,3,1969.0,3.0,46.0,3,26500000.0
7139,3.0,5,2,2020.0,2.0,83.0,3,47000000.0
7140,2.0,4,2,2005.0,6.0,55.0,3,32500000.0
7141,3.0,7,2,2023.0,3.0,90.0,4,32000000.0
7142,4.0,3,2,2022.0,1.0,140.0,3,128000000.0
7143,1.0,2,3,1966.0,2.0,33.0,3,21500000.0
7144,3.0,5,2,2021.0,3.0,71.0,1,37000000.0
7145,1.0,3,1,1960.0,2.0,30.0,3,23900000.0
7146,2.0,3,2,2023.0,11.0,55.6,4,55000000.0
7147,3.0,3,2,2019.0,4.0,90.0,3,87000000.0
7148,2.0,7,1,1958.0,1.0,47.0,3,23000000.0
7149,2.0,3,2,2023.0,17.0,76.0,4,69600000.0
7150,1.0,7,2,2023.0,3.0,42.65,3,21800000.0
7151,2.0,2,2,2016.0,3.0,78.0,3,52500000.0
7152,2.0,2,3,2001.0,5.0,63.2,3,39700000.0
7153,2.0,7,2,2023.0,7.0,68.7,4,32500000.0
7154,3.0,2,3,1988.0,1.0,72.0,3,43000000.0
7155,1.0,6,2,2023.0,3.0,34.0,3,22500000.0
7156,1.0,7,2,2023.0,8.0,48.0,4,22000000.0
7157,3.0,3,3,1974.0,4.0,60.0,3,35500000.0
7158,2.0,4,1,1983.0,2.0,48.0,3,31700000.0
7159,1.0,7,1,1961.0,2.0,32.0,3,17400000.0
7160,3.0,3,2,2019.0,14.0,115.0,3,124000000.0
7161,3.0,5,1,1970.0,5.0,112.0,3,75000000.0
7162,2.0,2,2,2015.0,3.0,71.1,3,54000000.0
7163,3.0,2,3,1968.0,3.0,65.0,3,38000000.0
7164,2.0,3,2,2019.0,5.0,70.3,3,71000000.0
7165,1.0,2,3,1963.0,4.0,33.5,3,20500000.0
7166,2.0,6,2,2023.0,7.0,61.0,3,34500000.0
7167,2.0,2,3,1974.0,3.0,44.0,3,33000000.0
7168,3.0,2,3,1995.0,9.0,76.0,3,43000000.0
7169,3.0,6,2,2018.0,7.0,92.0,3,47500000.0
7170,3.0,2,1,1967.0,1.0,63.2,3,50000000.0
7171,3.0,5,0,1972.0,7.0,82.3,3,91000000.0
7172,4.0,2,3,1989.0,5.0,95.0,1,56000000.0
7173,3.0,5,1,2010.0,5.0,80.0,3,52000000.0
7174,4.0,3,2,2014.0,14.0,178.0,3,183000000.0
7175,4.0,2,2,2008.0,5.0,110.0,3,85000000.0
7176,1.0,0,2,2011.0,5.0,50.0,3,28000000.0
7177,2.0,3,2,2022.0,12.0,73.3,4,77000000.0
7178,3.0,3,2,2022.0,6.0,115.0,3,160000000.0
7179,2.0,0,2,2010.0,7.0,65.0,1,36000000.0
7180,2.0,3,3,1973.0,4.0,43.0,1,26500000.0
7181,3.0,5,1,1993.0,2.0,75.0,3,75000000.0
7182,3.0,4,3,1986.0,5.0,60.0,3,38000000.0
7183,2.0,3,2,2014.0,5.0,77.0,3,79900000.0
7184,4.0,1,1,1984.0,5.0,98.0,1,80000000.0
7185,3.0,1,2,2023.0,9.0,95.1,4,92000000.0
7186,2.0,6,2,2019.0,3.0,62.0,3,31500000.0
7187,2.0,4,1,1960.0,2.0,38.0,3,30000000.0
7188,3.0,0,2,2014.0,4.0,85.0,1,42000000.0
7189,1.0,7,2,2022.0,5.0,50.1,0,23000000.0
7190,2.0,3,2,2014.0,14.0,78.0,3,70000000.0
7191,3.0,2,2,2023.0,7.0,62.0,4,46500000.0
7192,1.0,2,2,2018.0,2.0,28.0,3,23000000.0
7193,3.0,2,3,1969.0,4.0,59.0,3,34000000.0
7194,2.0,2,2,2007.0,5.0,56.0,1,44000000.0
7195,2.0,3,1,1965.0,1.0,46.0,3,35000000.0
7196,1.0,2,3,1990.0,4.0,40.0,1,33500000.0
7197,1.0,0,2,2011.0,3.0,30.0,3,19000000.0
7198,1.0,3,3,1990.0,2.0,40.0,3,33000000.0
7199,3.0,3,2,2016.0,13.0,74.0,3,70000000.0
7200,2.0,5,3,1986.0,6.0,50.0,3,53500000.0
7201,3.0,1,3,1987.0,4.0,72.0,3,48000000.0
7202,2.0,3,3,1983.0,2.0,60.0,3,40500000.0
7203,3.0,3,2,2022.0,9.0,102.0,4,55000000.0
7204,4.0,3,2,2019.0,1.0,120.8,2,71000000.0
7205,1.0,0,2,2018.0,5.0,36.0,3,24999000.0
7206,2.0,2,3,1985.0,4.0,45.7,3,38500000.0
7207,3.0,3,2,2019.0,11.0,100.0,3,86000000.0
7208,1.0,6,2,2021.0,4.0,35.0,3,18500000.0
7209,3.0,1,3,1986.0,1.0,64.8,3,46000000.0
7210,2.0,3,2,2019.0,5.0,59.0,2,35500000.0
7211,3.0,3,2,1993.0,8.0,78.0,3,55000000.0
7212,3.0,7,1,1972.0,2.0,74.2,3,28900000.0
7213,2.0,3,2,2019.0,7.0,71.0,3,63500000.0
7214,2.0,3,2,2008.0,2.0,56.0,3,55000000.0
7215,2.0,0,2,2016.0,3.0,65.0,3,28000000.0
7216,2.0,3,2,2015.0,1.0,59.0,1,38500000.0
7217,2.0,3,2,2019.0,14.0,58.0,3,44500000.0
7218,1.0,1,2,2024.0,12.0,42.38,4,21500000.0
7219,2.0,3,3,1977.0,5.0,56.0,3,38200000.0
7220,1.0,4,2,2017.0,9.0,37.0,3,23500000.0
7221,1.0,4,3,1986.0,5.0,42.0,3,20500000.0
7222,3.0,3,2,2022.0,1.0,104.0,4,60000000.0
7223,1.0,7,2,2008.0,3.0,39.4,3,22000000.0
7224,2.0,2,2,2001.0,6.0,54.0,2,26500000.0
7225,2.0,2,3,1969.0,3.0,44.0,1,28000000.0
7226,6.0,6,1,2009.0,2.0,396.0,3,168000000.0
7227,2.0,3,2,2022.0,14.0,71.2,3,73850000.0
7228,3.0,3,1,1961.0,3.0,62.0,3,28900000.0
7229,2.0,3,1,1987.0,1.0,53.0,3,42000000.0
7230,2.0,6,2,2023.0,4.0,40.0,3,22500000.0
7231,3.0,2,3,1992.0,3.0,72.0,3,50500000.0
7232,3.0,2,2,2006.0,1.0,94.0,3,57500000.0
7233,1.0,4,3,1985.0,1.0,35.0,1,18500000.0
7234,3.0,3,2,2019.0,3.0,74.0,3,66999999.0
7235,4.0,3,2,2021.0,9.0,130.0,4,73000000.0
7236,3.0,3,2,2006.0,8.0,105.0,3,69000000.0
7237,3.0,3,3,1972.0,4.0,64.1,3,35500000.0
7238,3.0,7,2,2017.0,4.0,76.0,3,45500000.0
7239,2.0,7,1,1981.0,1.0,53.0,3,27500000.0
7240,1.0,1,3,1971.0,3.0,30.0,2,23000000.0
7241,3.0,3,2,2019.0,8.0,110.0,3,78000000.0
7242,2.0,3,3,1972.0,1.0,42.0,3,27000000.0
7243,2.0,6,2,2022.0,3.0,64.0,3,36500000.0
7244,3.0,2,3,1971.0,1.0,56.0,1,34500000.0
7245,2.0,5,2,2008.0,17.0,48.0,3,65000000.0
7246,2.0,4,2,2021.0,8.0,56.7,3,29500000.0
7247,4.0,2,3,1990.0,1.0,82.6,1,40500000.0
7248,2.0,6,2,2023.0,8.0,54.5,4,23990000.0
7249,1.0,0,2,2020.0,4.0,20.0,3,13000000.0
7250,2.0,1,1,1965.0,4.0,59.0,3,47900000.0
7251,3.0,2,3,1968.0,3.0,62.0,3,50000000.0
7252,2.0,3,1,1978.0,1.0,62.0,2,42000000.0
7253,3.0,1,2,2012.0,17.0,116.0,3,75000000.0
7254,1.0,1,3,1977.0,3.0,10.2,3,8000000.0
7255,2.0,3,2,2010.0,16.0,54.0,3,45000000.0
7256,4.0,3,2,2006.0,3.0,160.0,3,185000000.0
7257,1.0,0,2,2014.0,1.0,36.0,3,20000000.0
7258,2.0,2,1,1990.0,5.0,57.0,3,37000000.0
7259,4.0,5,2,2021.0,12.0,102.5,3,85000000.0
7260,3.0,3,2,2016.0,3.0,138.0,3,150000000.0
7261,4.0,5,2,2016.0,2.0,116.6,4,59000000.0
7262,3.0,2,3,1983.0,1.0,69.7,2,38700000.0
7263,4.0,2,3,1992.0,8.0,92.0,3,65000000.0
7264,1.0,2,2,2016.0,7.0,50.0,3,32000000.0
7265,4.0,4,3,1983.0,3.0,76.0,3,45000000.0
7266,3.0,1,1,1973.0,3.0,84.2,3,70000000.0
7267,3.0,4,2,2016.0,8.0,76.0,3,42500000.0
7268,2.0,3,2,2023.0,2.0,65.0,3,64000000.0
7269,2.0,6,2,2019.0,1.0,60.0,3,32500000.0
7270,3.0,3,3,1982.0,3.0,59.0,3,40000000.0
7271,2.0,5,3,1975.0,1.0,45.0,3,37500000.0
7272,1.0,6,2,2019.0,5.0,31.0,2,15000000.0
7273,2.0,1,1,1969.0,3.0,66.6,3,53500000.0
7274,1.0,7,2,2023.0,3.0,43.24,4,22000000.0
7275,1.0,6,2,2019.0,7.0,39.6,3,24000000.0
7276,2.0,1,3,1972.0,2.0,49.0,3,34000000.0
7277,2.0,0,2,2011.0,6.0,46.0,3,25700000.0
7278,1.0,0,2,2011.0,6.0,46.0,3,25000000.0
7279,1.0,2,3,1966.0,3.0,14.0,1,10490000.0
7280,4.0,3,2,2023.0,7.0,121.0,4,137000000.0
7281,2.0,6,2,2019.0,2.0,71.0,3,33000000.0
7282,1.0,1,2,2016.0,5.0,33.0,3,30000000.0
7283,1.0,4,2,2009.0,4.0,40.0,3,20000000.0
7284,2.0,3,2,2022.0,9.0,40.3,3,35500000.0
7285,3.0,1,3,1980.0,5.0,66.0,3,38800000.0
7286,1.0,6,2,2025.0,5.0,32.72,4,12000000.0
7287,1.0,4,2,2022.0,7.0,38.1,3,27000000.0
7288,1.0,1,2,2024.0,11.0,35.0,3,35000000.0
7289,3.0,1,2,2017.0,6.0,90.0,3,59000000.0
7290,2.0,3,2,2021.0,3.0,93.3,0,50000000.0
7291,3.0,3,3,1960.0,1.0,58.0,3,40500000.0
7292,2.0,2,3,1965.0,1.0,44.0,3,28000000.0
7293,3.0,0,2,2017.0,5.0,75.0,3,28000000.0
7294,2.0,2,2,2019.0,1.0,47.0,3,37500000.0
7295,2.0,1,3,1985.0,5.0,52.0,1,26500000.0
7296,2.0,2,3,1969.0,3.0,43.1,3,27500000.0
7297,1.0,6,2,2023.0,8.0,40.0,4,18350000.0
7298,2.0,4,2,2009.0,1.0,63.0,3,38000000.0
7299,3.0,4,2,1980.0,1.0,65.0,3,40000000.0
7300,3.0,5,2,2008.0,7.0,167.0,3,140000000.0
7301,1.0,3,2,2024.0,8.0,51.0,4,55000000.0
7302,3.0,5,1,1958.0,2.0,65.0,3,61000000.0
7303,3.0,1,3,1963.0,4.0,59.0,3,35500000.0
7304,3.0,3,3,1970.0,4.0,58.0,1,33500000.0
7305,2.0,3,2,2016.0,11.0,68.7,3,69000000.0
7306,2.0,3,3,1986.0,2.0,55.0,3,30000000.0
7307,2.0,3,2,2015.0,5.0,72.0,3,53000000.0
7308,1.0,0,2,2014.0,4.0,44.4,3,21000000.0
7309,2.0,2,2,2005.0,9.0,69.0,3,46500000.0
7310,1.0,6,2,2023.0,4.0,47.0,0,21999999.0
7311,3.0,3,3,1972.0,4.0,56.4,3,31500000.0
7312,1.0,2,3,1970.0,3.0,18.0,3,12000000.0
7313,3.0,2,3,1966.0,1.0,74.8,3,58000000.0
7314,3.0,1,3,1980.0,2.0,60.0,3,36500000.0
7315,1.0,2,2,2017.0,8.0,36.6,3,27000000.0
7316,4.0,4,2,2008.0,6.0,105.0,3,38000000.0
7317,4.0,5,1,1978.0,4.0,90.0,1,82500000.0
7318,1.0,2,1,1976.0,4.0,16.7,3,13000000.0
7319,3.0,2,3,1966.0,1.0,58.0,3,29500000.0
7320,2.0,5,2,2017.0,3.0,44.5,3,36500000.0
7321,1.0,3,3,1975.0,6.0,36.0,3,35000000.0
7322,3.0,0,2,2018.0,1.0,60.7,3,29600000.0
7323,2.0,6,2,2022.0,1.0,70.0,3,35000000.0
7324,1.0,6,2,2018.0,8.0,45.0,3,21500000.0
7325,1.0,6,2,2020.0,9.0,40.0,3,23000000.0
7326,1.0,1,3,1971.0,5.0,24.0,2,14000000.0
7327,3.0,5,1,1979.0,4.0,90.0,3,78000000.0
7328,2.0,3,2,2021.0,1.0,56.2,3,56000000.0
7329,2.0,3,2,2023.0,14.0,49.4,4,42500000.0
7330,3.0,5,2,2023.0,4.0,93.0,3,68000000.0
7331,3.0,1,1,1980.0,2.0,125.0,3,137000000.0
7332,1.0,1,3,1979.0,5.0,24.0,1,20000000.0
7333,2.0,3,3,1992.0,5.0,53.0,2,39500000.0
7334,2.0,0,2,2018.0,13.0,55.0,3,32500000.0
7335,2.0,7,1,2016.0,3.0,60.6,2,30000000.0
7336,1.0,6,2,2019.0,5.0,47.0,3,26000000.0
7337,3.0,3,2,2015.0,15.0,104.7,3,75000000.0
7338,6.0,1,1,2006.0,5.0,310.0,1,170000000.0
7339,2.0,3,2,2022.0,3.0,57.1,4,42000000.0
7340,3.0,0,2,2017.0,1.0,75.0,3,29000000.0
7341,2.0,3,1,1962.0,4.0,40.0,3,30500000.0
7342,2.0,2,2,2017.0,12.0,53.0,3,50000000.0
7343,1.0,4,1,1984.0,3.0,51.4,3,25000000.0
7344,2.0,2,2,2017.0,17.0,65.0,3,41000000.0
7345,1.0,0,2,2022.0,2.0,41.9,3,25500000.0
7346,3.0,5,2,2012.0,5.0,127.7,3,160000000.0
7347,3.0,3,2,2018.0,4.0,162.0,3,136000000.0
7348,2.0,7,0,1961.0,2.0,38.0,1,18300000.0
7349,3.0,1,2,2018.0,13.0,75.0,3,56000000.0
7350,2.0,5,1,1965.0,1.0,41.7,3,38000000.0
7351,2.0,0,2,2010.0,9.0,89.0,3,43000000.0
7352,1.0,1,2,2023.0,9.0,42.68,2,41000000.0
7353,2.0,2,2,2021.0,7.0,50.0,3,35500000.0
7354,2.0,7,0,2024.0,1.0,55.0,4,18700000.0
7355,1.0,7,2,2023.0,4.0,41.16,0,17300000.0
7356,1.0,0,1,1990.0,2.0,25.0,3,14000000.0
7357,3.0,2,3,1993.0,8.0,72.0,3,42000000.0
7358,3.0,3,2,2019.0,4.0,110.0,3,121000000.0
7359,3.0,5,3,1965.0,4.0,58.4,1,40000000.0
7360,3.0,3,1,1988.0,3.0,63.4,3,60000000.0
7361,3.0,6,2,2019.0,5.0,96.0,3,39000000.0
7362,3.0,3,2,2019.0,12.0,114.0,3,99000000.0
7363,3.0,6,2,2022.0,10.0,76.0,3,32000000.0
7364,2.0,3,2,2009.0,11.0,93.0,3,69800000.0
7365,3.0,6,2,2023.0,4.0,77.0,3,43000000.0
7366,3.0,6,1,2019.0,1.0,63.0,3,45000000.0
7367,3.0,1,1,1950.0,2.0,64.0,3,40000000.0
7368,3.0,3,3,1986.0,7.0,75.0,3,57000000.0
7369,3.0,3,2,2009.0,10.0,109.4,3,71000000.0
7370,1.0,0,2,2023.0,1.0,30.0,3,20000000.0
7371,1.0,4,1,1987.0,5.0,16.0,3,9500000.0
7372,2.0,2,3,1974.0,5.0,45.0,3,30500000.0
7373,2.0,3,2,2012.0,4.0,100.5,3,79500000.0
7374,3.0,6,2,2016.0,1.0,89.7,3,86000000.0
7375,2.0,3,3,1975.0,5.0,45.0,3,28000000.0
7376,2.0,6,3,2013.0,5.0,44.0,3,31000000.0
7377,3.0,3,2,2023.0,10.0,122.1,4,116999999.0
7378,1.0,1,1,1981.0,4.0,31.0,3,23600000.0
7379,3.0,0,2,2021.0,9.0,70.0,3,45000000.0
7380,2.0,2,3,1983.0,5.0,57.7,3,31500000.0
7381,4.0,4,2,2009.0,1.0,102.0,3,47000000.0
7382,2.0,1,2,2012.0,5.0,73.0,3,37500000.0
7383,2.0,2,2,2023.0,3.0,72.2,4,33500000.0
7384,4.0,2,3,1990.0,5.0,83.1,1,44850271.0
7385,2.0,2,2,2016.0,4.0,66.6,3,54000000.0
7386,2.0,5,1,1962.0,4.0,54.0,3,53000000.0
7387,3.0,2,2,2014.0,2.0,110.0,3,71000000.0
7388,2.0,3,2,2022.0,4.0,73.4,4,75000000.0
7389,1.0,5,1,2017.0,2.0,36.0,3,21500000.0
7390,1.0,7,2,2010.0,5.0,42.0,3,22500000.0
7391,2.0,2,3,1969.0,1.0,47.0,3,26500000.0
7392,3.0,3,2,2008.0,8.0,130.0,3,98000000.0
7393,3.0,5,2,2019.0,3.0,88.0,3,52000000.0
7394,2.0,6,2,2019.0,9.0,52.0,3,23500000.0
7395,2.0,7,2,2016.0,4.0,67.0,3,44700000.0
7396,2.0,7,3,1984.0,3.0,53.3,3,34000000.0
7397,1.0,2,2,2022.0,6.0,30.0,3,29000000.0
7398,2.0,3,2,2022.0,9.0,69.0,4,80000000.0
7399,2.0,5,3,1969.0,5.0,62.0,3,73000000.0
7400,1.0,2,1,1980.0,3.0,18.0,3,14000000.0
7401,4.0,3,2,2018.0,11.0,105.0,3,85000000.0
7402,1.0,2,3,1981.0,5.0,35.0,3,22500000.0
7403,3.0,5,2,2014.0,9.0,142.0,3,133500000.0
7404,2.0,1,1,1956.0,3.0,57.3,3,54000000.0
7405,2.0,3,2,2022.0,2.0,61.8,3,64000000.0
7406,3.0,4,2,2007.0,4.0,75.0,3,39500000.0
7407,5.0,6,1,2019.0,3.0,200.0,3,200000000.0
7408,3.0,3,2,2008.0,5.0,133.2,3,100000000.0
7409,1.0,4,2,2014.0,7.0,31.0,1,16000000.0
7410,2.0,3,1,1980.0,2.0,51.0,1,39000000.0
7411,3.0,7,3,1976.0,1.0,63.0,3,32000000.0
7412,2.0,2,2,2019.0,1.0,69.0,3,49000000.0
7413,4.0,3,2,2019.0,10.0,125.0,3,92500000.0
7414,1.0,4,2,2009.0,4.0,42.0,3,27000000.0
7415,1.0,1,2,2024.0,3.0,42.0,4,21500000.0
7416,4.0,3,2,2016.0,3.0,156.0,3,200000000.0
7417,1.0,0,2,2017.0,2.0,43.7,3,20000000.0
7418,1.0,6,2,2019.0,8.0,31.0,2,14000000.0
7419,3.0,7,2,1988.0,1.0,87.8,2,37000000.0
7420,4.0,5,2,1991.0,8.0,83.0,3,78000000.0
7421,1.0,2,2,2022.0,1.0,43.0,3,29500000.0
7422,3.0,7,1,1976.0,2.0,63.5,3,33000000.0
7423,3.0,6,2,2023.0,4.0,98.0,4,38000000.0
7424,3.0,6,2,2008.0,1.0,105.0,3,100000000.0
7425,4.0,1,1,1969.0,2.0,73.0,3,68000000.0
7426,1.0,0,2,2011.0,8.0,46.0,3,25000000.0
7427,2.0,2,3,1967.0,2.0,48.0,1,24000000.0
7428,3.0,3,2,2021.0,3.0,69.1,3,83000000.0
7429,1.0,2,1,1972.0,2.0,24.0,3,15499000.0
7430,1.0,0,2,2015.0,1.0,40.0,1,20700000.0
7431,1.0,5,3,1992.0,2.0,43.7,3,45000000.0
7432,4.0,6,2,2013.0,8.0,108.6,3,76000000.0
7433,3.0,2,3,1983.0,1.0,72.0,3,45500000.0
7434,3.0,0,2,2019.0,7.0,75.0,3,53000000.0
7435,1.0,3,3,1973.0,5.0,32.0,3,25500000.0
7436,4.0,3,2,2009.0,9.0,189.0,3,142000000.0
7437,4.0,3,2,2019.0,2.0,142.0,3,110000000.0
7438,2.0,3,3,1973.0,1.0,43.0,3,30900000.0
7439,3.0,5,2,2018.0,3.0,110.0,3,119500000.0
7440,3.0,5,2,2021.0,4.0,79.0,3,44000000.0
7441,2.0,1,2,1997.0,8.0,80.0,3,37500000.0
7442,3.0,6,2,2013.0,3.0,87.9,4,45000000.0
7443,2.0,2,3,1974.0,3.0,48.0,3,24000000.0
7444,1.0,6,2,2024.0,9.0,30.0,3,14500000.0
7445,2.0,6,2,2022.0,5.0,55.0,3,30000000.0
7446,3.0,1,2,1993.0,9.0,80.0,3,60000000.0
7447,2.0,6,2,2019.0,2.0,56.0,3,27000000.0
7448,1.0,0,2,2023.0,1.0,41.2,4,18500000.0
7449,2.0,2,1,1965.0,1.0,43.0,3,40500000.0
7450,2.0,3,2,2023.0,5.0,49.0,4,35000000.0
7451,2.0,3,2,2024.0,3.0,70.7,0,70000000.0
7452,3.0,3,2,2022.0,2.0,100.1,3,85000000.0
7453,1.0,7,1,1969.0,1.0,18.0,3,9700000.0
7454,1.0,4,2,2008.0,1.0,40.0,3,19000000.0
7455,1.0,3,1,1966.0,4.0,34.0,3,23400000.0
7456,2.0,5,2,2019.0,4.0,49.0,3,32500000.0
7457,1.0,6,2,2023.0,3.0,26.0,4,13000000.0
7458,2.0,2,3,1965.0,4.0,45.0,3,23500000.0
7459,1.0,3,3,1983.0,4.0,30.0,1,23500000.0
7460,2.0,4,3,1990.0,5.0,47.0,1,22500000.0
7461,2.0,1,2,2017.0,13.0,56.0,3,43000000.0
7462,2.0,4,1,1976.0,2.0,71.0,3,37000000.0
7463,1.0,3,3,1971.0,1.0,33.0,1,25000000.0
7464,2.0,7,1,1965.0,1.0,46.0,3,27500000.0
7465,3.0,2,2,2019.0,5.0,63.3,3,49500000.0
7466,1.0,2,1,1990.0,2.0,38.6,3,29000000.0
7467,3.0,2,3,1965.0,4.0,58.0,3,32000000.0
7468,3.0,5,1,1970.0,2.0,70.0,1,61000000.0
7469,1.0,0,2,2018.0,2.0,39.0,1,21000000.0
7470,3.0,3,3,1991.0,8.0,72.0,3,56500000.0
7471,5.0,5,1,2002.0,6.0,135.7,3,127000000.0
7472,1.0,6,2,2023.0,9.0,31.0,3,19000000.0
7473,3.0,3,2,2015.0,2.0,105.0,3,103000000.0
7474,1.0,2,1,1988.0,2.0,37.0,1,21000000.0
7475,3.0,2,2,1971.0,1.0,55.0,3,36000000.0
7476,3.0,3,2,2020.0,10.0,64.0,3,63000000.0
7477,1.0,2,2,2024.0,9.0,43.15,4,24000000.0
7478,1.0,7,1,1977.0,2.0,35.0,3,18800000.0
7479,3.0,6,2,2020.0,8.0,64.8,3,32500000.0
7480,2.0,3,3,1977.0,2.0,48.0,1,45000000.0
7481,1.0,2,3,1983.0,4.0,40.0,3,21000000.0
7482,2.0,4,3,1985.0,3.0,54.0,1,29000000.0
7483,1.0,5,3,1978.0,5.0,36.5,3,39500000.0
7484,2.0,3,2,2023.0,12.0,68.13,2,71000000.0
7485,1.0,6,2,2023.0,2.0,39.5,4,20000000.0
7486,3.0,6,2,2020.0,5.0,90.0,3,50000000.0
7487,2.0,3,1,1963.0,4.0,48.0,3,29000000.0
7488,1.0,2,3,1973.0,3.0,13.0,1,12000000.0
7489,3.0,2,3,1989.0,4.0,74.1,3,51500000.0
7490,3.0,1,3,1971.0,3.0,62.0,3,36000000.0
7491,1.0,6,2,2020.0,6.0,28.0,3,18500000.0
7492,3.0,1,3,1968.0,4.0,61.1,1,36000000.0
7493,1.0,5,3,1974.0,2.0,40.0,3,26500000.0
7494,2.0,0,2,2021.0,2.0,53.0,3,28000000.0
7495,2.0,1,1,1991.0,5.0,51.0,1,43000000.0
7496,3.0,1,2,2015.0,12.0,127.0,3,65000000.0
7497,3.0,1,3,1974.0,4.0,56.4,3,44000000.0
7498,3.0,2,3,1993.0,3.0,69.0,1,42500000.0
7499,1.0,1,3,1979.0,2.0,40.0,3,28000000.0
7500,2.0,3,2,2022.0,15.0,65.0,3,49000000.0
7501,3.0,2,3,1968.0,3.0,59.0,3,34000000.0
7502,3.0,3,2,2019.0,13.0,98.0,4,62600000.0
7503,1.0,7,2,2017.0,4.0,27.6,3,20000000.0
7504,3.0,1,3,1974.0,4.0,62.0,3,36000000.0
7505,2.0,3,3,1976.0,1.0,43.0,3,30300000.0
7506,3.0,2,1,1988.0,5.0,77.0,3,44900000.0
7507,3.0,6,2,2010.0,8.0,89.0,3,45000000.0
7508,2.0,3,2,2024.0,16.0,82.0,4,90000000.0
7509,2.0,3,2,2011.0,4.0,51.6,3,40000000.0
7510,5.0,3,2,2015.0,17.0,240.0,3,490000000.0
7511,2.0,1,3,1974.0,2.0,42.0,3,35000000.0
7512,2.0,1,1,1985.0,5.0,59.0,3,43500000.0
7513,2.0,3,2,2018.0,12.0,56.0,3,44000000.0
7514,3.0,6,2,2019.0,1.0,77.0,3,53000000.0
7515,3.0,3,2,2016.0,10.0,60.0,3,50000000.0
7516,2.0,6,2,2023.0,6.0,62.77,3,32000000.0
7517,2.0,6,2,2023.0,7.0,77.0,4,30000000.0
7518,3.0,2,1,1983.0,2.0,64.0,3,43999900.0
7519,2.0,1,2,2017.0,3.0,60.0,3,42500000.0
7520,1.0,2,3,1990.0,5.0,42.0,3,24000000.0
7521,1.0,3,2,2023.0,5.0,37.72,4,28800000.0
7522,1.0,0,2,2019.0,7.0,38.0,3,25000000.0
